area,main_url,page_on,plce,title,community,position,tag,re_price,unit_price,housetype,housesize,direction,fitment
延庆,https://bj.lianjia.com/ershoufang/yanqing/,1,北京,城建万科城，电梯房，距离城区比较近,城建万科城 ,延庆其它,VR看装修|随时看房,185,24720,2室1厅 , 74.84 , 南 北 , 精装 
延庆,https://bj.lianjia.com/ershoufang/yanqing/,1,北京,城建万科城 2室1厅 南 北,城建万科城 ,延庆其它,VR看装修,195,26147,2室1厅 , 74.58 , 南 北 , 其他 
延庆,https://bj.lianjia.com/ershoufang/yanqing/,1,北京,城建万科城 2室2厅 南 北,城建万科城 ,延庆其它,VR看装修,205,27436,2室2厅 , 74.72 , 南 北 , 其他 
平谷,https://bj.lianjia.com/ershoufang/pinggu/,1,北京,轨道交通22号线 正规两居室 挑高4米2,香醍花墅 ,平谷其它,VR看装修|房本满两年|随时看房,210,26701,2室1厅 , 78.65 , 南 北 , 毛坯 
平谷,https://bj.lianjia.com/ershoufang/pinggu/,1,北京,紫贵御园 正规三居室 南北通透,紫贵御园 ,平谷其它,VR看装修|房本满两年,340,26132,3室2厅 , 130.11 , 南 北 , 其他 
平谷,https://bj.lianjia.com/ershoufang/pinggu/,1,北京,首城汇景湾（梨羊路5号院） 2室1厅 南 北,首城汇景湾（梨羊路5号院） ,平谷其它,VR房源|房本满两年,205,23868,2室1厅 , 85.89 , 南 北 , 其他 
平谷,https://bj.lianjia.com/ershoufang/pinggu/,1,北京,首城汇景湾（梨羊路5号院） 2室1厅 南 北,首城汇景湾（梨羊路5号院） ,平谷其它,VR看装修|房本满两年,210,24556,2室1厅 , 85.52 , 南 北 , 其他 
平谷,https://bj.lianjia.com/ershoufang/pinggu/,1,北京,新华联慧谷四居室，毛坯房，看房方便,新华联慧谷 ,平谷其它,VR看装修|房本满五年,252,20093,4室2厅 , 125.42 , 南 北 , 简装 
平谷,https://bj.lianjia.com/ershoufang/pinggu/,1,北京,首城8号院 三居室 精装修 价格可谈,首城汇景湾（金河北街8号院） ,平谷其它,VR看装修|房本满两年,325,21150,3室1厅 , 153.67 , 南 北 , 其他 
平谷,https://bj.lianjia.com/ershoufang/pinggu/,1,北京,天润香墅湾1号 精装修洋房大三居 格局方正户型好,天润香墅湾1号 ,平谷其它,VR看装修|房本满两年,670,34708,3室2厅 , 193.04 , 南 北 , 精装 
平谷,https://bj.lianjia.com/ershoufang/pinggu/,1,北京,新华联慧谷 电梯房 产权清晰 诚心出售,新华联慧谷 ,平谷其它,VR看装修|房本满两年,260,25533,3室1厅 , 101.83 , 南 北 , 其他 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,四环边，首开华润城，精装修南北三居室,首开华润城 ,科技园区,近地铁|VR房源|房本满两年,990,88559,3室1厅 , 111.79 , 南 北 , 精装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,开阳里南北通透两居室，满五年唯一双地铁4+14+19号线,开阳里四区 ,北京南站,近地铁|VR看装修|房本满五年|随时看房,375,65848,2室1厅 , 56.95 , 南 北 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,高档小区世华水岸 三阳开泰户型 满五唯一 随时可签约,世华水岸F区 ,赵公口,近地铁|VR看装修|房本满五年|随时看房,920,76027,3室1厅 , 121.01 , 南 北 , 精装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,飞腾家园 3室1厅 南 北,飞腾家园 ,新宫,VR看装修|房本满五年,419,38154,3室1厅 , 109.82 , 南 北 , 精装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,地铁4号线马家堡未来明珠 诚心出售 满五年唯一,未来明珠 ,马家堡,近地铁|VR房源|房本满五年,990,56946,3室1厅 , 173.85 , 东北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,中楼层，南北通透，视野采光好，有车位,枫丹壹号 ,亦庄开发区其它,VR看装修|房本满五年,805,66299,4室2厅 , 121.42 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,东晶国际复式两居，精装自住满五唯一靠谱出售看房方便,东晶国际 ,亦庄,VR房源|房本满五年,570,49548,2室2厅 , 115.04 , 东 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,通泰国际公馆三居室前后不临街，交通便利,通泰国际公馆 ,亦庄,VR看装修|房本满两年|随时看房,520,58238,3室1厅 , 89.29 , 南 北 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,一幅画卷 高楼层有电梯三居室 南北通透 户型方正,一幅画卷 ,亦庄,近地铁|VR房源|房本满五年|随时看房,818,51750,3室2厅 , 158.07 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,金地格林小镇 水系旁大三居 格局方正,金地格林小镇 ,亦庄,VR房源|房本满两年|随时看房,1180,73420,3室2厅 , 160.72 , 南 北 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,郁金香舍 中间位置三居 明卫 婚房装修,郁金香舍 ,亦庄,VR看装修|房本满五年|随时看房,863,63405,3室2厅 , 136.11 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,此房房本满五年，家庭唯一住宅，南北通透，一层,星岛嘉园 ,亦庄,近地铁|VR房源|房本满五年,780,65696,2室2厅 , 118.73 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,南海雅苑南区优质两居室，诚心出售,南海雅苑南区 ,亦庄开发区其它,VR看装修|房本满五年,283,37296,2室1厅 , 75.88 , 东 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,悦廷   南北通透  落地窗  采光好,悦廷 ,亦庄开发区其它,VR房源|房本满两年,650,70096,2室1厅 , 92.73 , 南 北 , 精装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,西罗园三区 采光好 带客厅 业主诚心出售,西罗园三区 ,西罗园,VR房源|房本满五年|随时看房,396,58929,3室1厅 , 67.2 , 东北 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,丰泽家园满五年唯一两居室，距离地铁200米，视野开阔,丰泽家园 ,青塔,近地铁|VR房源|房本满五年|随时看房,320,51168,2室1厅 , 62.54 , 南 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,南三环西罗园 河景房  个为1% 户型方正南向优质一居,华润小区 ,西罗园,近地铁|VR房源|房本满两年|随时看房,306,53135,1室1厅 , 57.59 , 南 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,三环边，满五唯一，明厨明卫，有产权车位，看房方便,四方景园二区 ,成寿寺,近地铁|VR房源|房本满五年|随时看房,495,59805,2室1厅 , 82.77 , 东南 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,洋桥西里 2室1厅 东,洋桥西里 ,洋桥,近地铁|VR房源|房本满五年|随时看房,298,59972,2室1厅 , 49.69 , 东 , 精装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,方庄芳城园一区西南向大客厅两居室楼正、带租赁车位,芳城园一区 ,方庄,近地铁|VR房源|房本满五年|随时看房,600,65768,2室1厅 , 91.23 , 西南 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,马家堡新新天第 正规两居室 满五年唯一 诚心出售,新新天第 ,马家堡,近地铁|VR房源|房本满五年|随时看房,440,63038,2室1厅 , 69.8 , 南 北 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,幸福路6号院满五年中间楼层正规三居室,幸福路6号院 ,北京南站,近地铁|VR看装修|房本满五年|随时看房,545,69163,3室1厅 , 78.8 , 南 北 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,彩虹城四区 正规小两居 高楼层 正对小区花园,彩虹城四区 ,赵公口,近地铁|VR看装修|房本满五年|随时看房,426,65873,2室1厅 , 64.67 , 东北 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,太平桥东里 朝南向 采光好 视野好 地铁7+9号线,太平桥东里 ,太平桥,VR看装修|房本满两年|随时看房,415,82342,1室1厅 , 50.4 , 南 , 精装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,北大地三里 2室1厅 南,北大地三里 ,北大地,VR看装修|房本满五年|随时看房,392,77440,2室1厅 , 50.62 , 南 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,芳星园南北通透两居室 高楼层精装修 只有契税,芳星园三区 ,方庄,近地铁|VR房源|房本满五年|随时看房,422,69386,2室1厅 , 60.82 , 南 北 , 精装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,城南嘉园 满五年唯一南北向 高楼层视野宽阔,益明园 ,马家堡,近地铁|VR房源|房本满五年|随时看房,980,77600,3室2厅 , 126.29 , 南 北 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,亿城天筑 带电梯南北向 飘窗 三居室,亿城天筑 ,科技园区,VR看装修|房本满五年|随时看房,870,67296,3室2厅 , 129.28 , 南 北 , 精装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,满五唯一商品房，中间楼层，小三居，交通便利,和义西里二区 ,和义,近地铁|VR看装修|房本满五年|随时看房,385,50572,3室1厅 , 76.13 , 南 北 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,2008年商品房三居满五年唯一住宅出售,建欣苑六里 ,大红门,近地铁|VR房源|房本满五年|随时看房,765,62695,3室2厅 , 122.02 , 南 北 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,客厅朝阳，三个卧室朝阳，约14.5米的大面宽，复式结构,燕西华府 ,丰台其它,VR房源|房本满两年|随时看房,820,26291,5室1厅 , 311.9 , 南 北 , 毛坯 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,慧时欣园二期 西南向 精装修 小区门口地铁,慧时欣园二期 ,木樨园,近地铁|VR看装修|房本满五年,628,61365,2室2厅 , 102.34 , 西南 , 精装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,东南二环左安门外方庄东芳城东里,芳城东里 ,方庄,近地铁|VR房源|房本满五年,593,59283,3室1厅 , 100.03 , 南 北 , 精装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,丰管路甲52号院 板楼南北通透四居室  近地铁公园,丰管路甲52号院 ,丽泽,近地铁|VR看装修|房本满五年,990,65611,4室2厅 , 150.89 , 南 北 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,万年花城四期  满5唯一  全明格局，视野好,万年花城四期 ,玉泉营,VR看装修|房本满两年,1130,87870,3室2厅 , 128.6 , 南 北 , 精装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,南四环，期颐百年，电梯房，两居，明厨明卫,期颐百年 ,花乡,VR房源|房本满五年,425,48594,2室1厅 , 87.46 , 西南 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,珠江御景 花园洋房 一梯两户 带电梯 满五年唯一商品房,珠江御景 ,丰台其它,VR看装修|房本满五年,525,32803,4室2厅 , 160.05 , 南 北 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,此房位于中低楼层，无遮挡，主卧和客厅朝南，明厨明卫,富锦嘉园二区 ,科技园区,VR房源|房本满两年|随时看房,510,55793,2室2厅 , 91.41 , 西南 南 , 简装 
丰台,https://bj.lianjia.com/ershoufang/fengtai/,1,北京,北京方向 高楼层 无遮挡 三面采光,北京方向 ,科技园区,VR房源|房本满两年|随时看房,565,67844,2室1厅 , 83.28 , 北 西 南 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,枫丹壹号二期 3+1户型 视野无遮挡 俯瞰亦庄和南海子,枫丹壹号二期 ,亦庄开发区其它,VR看装修|房本满五年,795,70888,4室2厅 , 112.15 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,南海雅苑北区边户两居室满五年唯一,南海雅苑北区 ,亦庄开发区其它,VR看装修|房本满五年|随时看房,327,43295,2室1厅 , 75.53 , 西北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,上海沙龙  诚意出售  南北通透 满五唯一  看房方便,上海沙龙 ,亦庄,VR看装修|房本满两年|随时看房,668,77947,2室2厅 , 85.7 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,北京经开壹中心 带车位 高楼层 视野好,北京经开壹中心 ,亦庄,近地铁|VR看装修|房本满两年|随时看房,525,67812,2室1厅 , 77.42 , 南 北 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,中信悦海苑 中海物业 2013年社区 带电梯,中信悦海苑 ,亦庄开发区其它,VR看装修|房本满五年|随时看房,305,42952,2室1厅 , 71.01 , 西 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,林肯公园好户型的住宅两居室 楼层高 视野好,林肯公园 ,亦庄,近地铁|VR看装修|房本满五年|随时看房,745,80707,2室1厅 , 92.31 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,贵园南里乙区  中楼层 满五年唯一 靠谱出售,贵园南里乙区 ,亦庄,VR房源|房本满五年|随时看房,478,55013,2室2厅 , 86.89 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,沙龙 小户型 满五唯一 随时可看 业主诚售 产权清晰,上海沙龙 ,亦庄,VR看装修|房本满五年|随时看房,420,75350,1室0厅 , 55.74 , 南 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,博客雅居一居室 高层西南向 只有契税 只能全款,博客雅居 ,亦庄,近地铁|VR房源|房本满两年|随时看房,324,54592,1室1厅 , 59.35 , 西南 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,中信悦海苑 精装修一居室 中高楼层视开阔,中信悦海苑 ,亦庄开发区其它,VR看装修|房本满五年|随时看房,298,47941,1室1厅 , 62.16 , 南 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,贵园东里边户中间楼层，满五唯一,贵园东里 ,亦庄,近地铁|VR看装修|房本满五年,428,50844,2室2厅 , 84.18 , 南 北 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,一品亦庄大两居，一梯两户，精装修，满五唯一，诚售,一品亦庄 ,亦庄,近地铁|VR看装修|房本满五年,765,66154,2室1厅 , 115.64 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,金地格林小镇中楼层、装修新、南北向,金地格林小镇 ,亦庄,VR房源|房本满五年,985,61314,3室2厅 , 160.65 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,边户三居，全明格局，中楼层采光好,中信悦海苑 ,亦庄开发区其它,VR看装修|房本满五年,442,49585,3室1厅 , 89.14 , 东 南 北 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,南海子公园旁南海雅苑南区正规东向两居室,南海雅苑南区 ,亦庄开发区其它,VR看装修|房本满五年,290,38310,2室1厅 , 75.7 , 东 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,博客中楼层三居  装修好 仅契税 看房方便,博客雅居 ,亦庄,近地铁|VR房源|房本满五年,480,46030,3室1厅 , 104.28 , 西南 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,上海沙龙 精装两居室 满五唯一 高楼层 视野好 采光好,上海沙龙 ,亦庄,VR看装修|房本满五年,740,77520,2室2厅 , 95.46 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,中信悦海苑 精装修 大客厅两居室,中信悦海苑 ,亦庄开发区其它,VR看装修|房本满五年,369,50834,2室1厅 , 72.59 , 南 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,中信悦海苑，诚意卖一居室。精装修,中信悦海苑 ,亦庄开发区其它,VR看装修|房本满五年,292,47799,1室1厅 , 61.09 , 南 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,南海雅苑南区优质一居室，诚心卖,南海雅苑南区 ,亦庄开发区其它,VR看装修|房本满五年,256,42154,1室1厅 , 60.73 , 西 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,1,北京,鹿鸣苑 1室1厅 东北,鹿鸣苑 ,亦庄,近地铁|VR看装修|房本满五年,413,77925,1室1厅 , 53 , 东北 , 简装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,业主包增值税，南北对流靓三房双卫精装高层视野,汇东国际花园 ,白江,VR房源|房本满两年|随时看房,228,21602,3室1厅 , 105.55 , 南 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,满五不唯一，正规三房，楼层相对好，入户面积较大,碧桂园凤凰城凤妍苑 ,凤凰城,VR房源|房本满五年|随时看房,165,16630,3室1厅 , 99.22 , 西北 , 简装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,白江地铁口精装两房，楼层视野采光好,东景华庭 ,白江,近地铁|VR看装修|房本满五年|随时看房,170,18957,2室2厅 , 89.68 , 东 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,此别墅满五唯一   格局方正   大花园,侨建御溪谷北区 ,中新镇,近地铁|VR房源|房本满五年|随时看房,938,25461,6室1厅 , 368.41 , 东南 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,盛世名门  过5唯一 精装4房 套内117.8 带30方平台花园,新都盛世名门 ,白江,近地铁|VR看装修|房本满五年|随时看房,285,19388,4室2厅 , 147 , 西南 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,碧桂园豪进广场 精装3房 格局方正 望花园,碧桂园豪进广场 ,白江,近地铁|VR看装修|房本满五年,275,23280,3室2厅 , 118.13 , 南 北 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,保利东江首府 4室2厅 东南 南,保利东江首府 ,新塘南,VR房源|房本满五年|随时看房,358,21384,4室2厅 , 167.42 , 东南 南 , 其他 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,金地香山湖 3室2厅 南,金地香山湖 ,永和,VR房源|房本满两年|随时看房,128,12830,3室2厅 , 99.77 , 南 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,白江地铁口宏城汇中高层往凯达尔，三房户型好,新都盛世名门宏城汇 ,白江,VR看装修|房本满两年|随时看房,176,18980,3室2厅 , 92.73 , 南 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,房子在小区中间望花园安静舒适业主急出,锦绣新天地 ,新塘南,VR房源|房本满两年|随时看房,218,13065,4室2厅 , 166.87 , 南 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,碧桂园凤凰城凤馨苑 2室1厅 南,碧桂园凤凰城凤馨苑 ,凤凰城,VR房源|房本满五年|随时看房,156,17081,2室1厅 , 91.33 , 南 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,白江地铁口 精装方正实用2房 满五唯一,新都盛世名门 ,白江,近地铁|VR房源|房本满五年|随时看房,166,22378,2室2厅 , 74.18 , 北 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,大三房 望园林中楼层 南向  采光好,汇东国际花园 ,白江,VR房源|房本满两年|随时看房,232,20597,3室2厅 , 112.64 , 南 北 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,凤晴两房 视野好 中高楼层 保养新  业主诚心卖,碧桂园凤凰城凤晴苑 ,凤凰城,VR看装修|房本满五年|随时看房,113,15774,2室1厅 , 71.64 , 北 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,碧桂园城市花园花岸苑 3室1厅 北,碧桂园城市花园花岸苑 ,朱村,VR房源|房本满五年|随时看房,138,14487,3室1厅 , 95.26 , 北 , 毛坯 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,新世界花园万象苑 实用两房  过五年 税费低,新塘新世界花园万象苑 ,沙村,近地铁|VR房源|房本满五年,168,21323,2室1厅 , 78.79 , 东北 , 简装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,业主诚心放卖，看中可谈   看花园,合景誉山国际 ,永和,VR看装修|房本满两年,133.6,14637,3室1厅 , 91.28 , 北 , 简装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,凤锦苑 精致三房 东南朝向 望花园 满五唯一省个税,碧桂园凤凰城凤锦苑 ,凤凰城,VR房源|房本满五年,188,17605,3室2厅 , 106.79 , 东南 , 其他 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,业主自住房  精装修 采光好 业主诚心放卖,金色港湾 ,新塘南,VR房源|房本满五年,89,16358,2室1厅 , 54.41 , 北 , 简装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,锦绣新天地 3室1厅 南 北,锦绣新天地 ,新塘南,VR房源|房本满五年,173.5,15186,3室1厅 , 114.25 , 南 北 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,适合首套购房生活配套方便齐全，小区环境不错读..,锦绣御景苑一二期 ,荔城西区,VR看装修|房本满五年|随时看房,115,12367,3室2厅 , 92.99 , 西 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,全新家具，优质户型，小区中间位置，诚意出,合景誉山国际 ,永和,VR看装修|房本满两年|随时看房,129.5,14247,3室2厅 , 90.9 , 北 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,太平洋花园，3房2厅，户型方正,太平洋花园 ,白江,VR房源|房本满五年|随时看房,130,13294,3室2厅 , 97.79 , 南 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,"通风采光好,房子装修漂亮，适合一家居住，近地铁",新塘新世界花园嘉华苑 ,沙村,VR房源|房本满五年|随时看房,155,15602,3室2厅 , 99.35 , 北 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,崇和花园 3室2厅 南,崇和花园 ,永和,VR看装修|房本满五年|随时看房,115,12500,3室2厅 , 92 , 南 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,"楼层好、视野采光好，小区配套设施齐全,交通便利",碧桂园豪进左岸 ,石滩镇,VR看装修|房本满两年|随时看房,126,11408,3室2厅 , 110.45 , 东南 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,此房满五， 采光通透，户型方正，配套设施齐全,锦绣新天地 ,新塘南,VR看装修|房本满五年|随时看房,225,16706,3室2厅 , 134.69 , 南 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,1楼双主套4房  带150方三面花园  南北对流三面采光,海伦春天 ,永和,VR房源|房本满五年|随时看房,280,24489,4室1厅 , 114.34 , 南 北 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,假日花园  温馨两房  全新装修未入住  满五唯一,假日花园 ,白江,近地铁|VR看装修|房本满五年|随时看房,145,21977,2室2厅 , 65.98 , 东北 , 精装 
增城,https://gz.lianjia.com/ershoufang/zengcheng/,1,广州,凤天苑满五年税费低，带电梯口车位！,碧桂园凤凰城凤天苑 ,凤凰城,VR房源|房本满五年|随时看房,268,19892,4室1厅 , 134.73 , 南 , 精装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,【环境好小区】满五唯一 南北通透 3居 采光好 视野好,天通苑北三区 ,天通苑,VR房源|房本满五年|随时看房,528,38833,3室1厅 , 135.97 , 南 北 , 精装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,"北街家园六区,优质三居，满五唯一，东西通透",北街家园六区 ,沙河,VR房源|房本满五年|随时看房,385,49378,3室1厅 , 77.97 , 东 西 , 毛坯 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,金达园小区 低楼层三居室 满五唯一商品房,金达园 ,回龙观,VR看装修|房本满五年|随时看房,540,39888,3室1厅 , 135.38 , 南 北 , 简装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,电梯板楼、装修不错、视野好 商满五唯一,天通苑中苑 ,天通苑,VR看装修|房本满五年|随时看房,635,39948,3室2厅 , 158.96 , 东南 北 , 精装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,商品房满五年唯一，中间楼层，户型好，采光好，宜居,风雅园三区 ,回龙观,VR房源|房本满五年|随时看房,582,46294,3室2厅 , 125.72 , 南 北 , 简装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,天通西苑一区，东南北通透，满五年唯一，双卧室朝南。,天通西苑一区 ,天通苑,近地铁|VR看装修|房本满五年|随时看房,620,36615,4室1厅 , 169.33 , 东 南 北 , 简装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,【环境好小区】南北通透大复式，满五唯一，位置采光好,天通苑北三区 ,天通苑,VR房源|房本满五年,530,31823,3室2厅 , 166.55 , 南 北 , 精装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,龙腾苑六区 中间楼层 交通便利,龙腾苑六区 ,回龙观,近地铁|VR房源|房本满五年|随时看房,625,44267,3室1厅 , 141.19 , 南 北 , 简装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,北京怡园 3室1厅 南 北,北京怡园 ,东关,近地铁|VR房源|房本满两年|随时看房,440,50263,3室1厅 , 87.54 , 南 北 , 精装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,龙回苑，小区中间，商品房满两年，适合各个群体,龙回苑 ,回龙观,近地铁|VR看装修|房本满两年|随时看房,369,56165,1室1厅 , 65.7 , 东 , 简装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,天通苑东一区，一层小两居室。商品房满五年,天通苑东一区 ,天通苑,VR房源|房本满五年|随时看房,442,57538,2室1厅 , 76.82 , 南 北 , 简装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,龙跃东四区 一层不临街 双通透大三居 有钥匙,龙跃苑东四区 ,回龙观,近地铁|VR看装修|房本满五年|随时看房,649,51200,3室1厅 , 126.76 , 南 北 , 简装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,龙旗广场 3室1厅 南 北,龙旗广场 ,霍营,近地铁|VR看装修|房本满五年|随时看房,521,58514,3室1厅 , 89.04 , 南 北 , 简装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,商品房 满五年唯一，南北通透，采光充足,天通苑中苑 ,天通苑,VR看装修|房本满五年|随时看房,612,46983,3室1厅 , 130.26 , 南 北 , 简装 
昌平,https://bj.lianjia.com/ershoufang/changping/,1,北京,天通苑北三区南北通透商品房4层三居室,天通苑北三区 ,天通苑,VR看装修|房本满五年|随时看房,568,38037,3室2厅 , 149.33 , 西南 北 , 简装 
